154319,1970-1980,090,20211110204552040638
154320,1990-2000,004,20211101103605047092
154321,1980-1990,089,20211102171622051378
154322,1990-2000,090,20211103181412055385
154323,1980-1990,081,20211105204920059257
154324,1960-1970,089,20211109142433063427
154325,1990-2000,003,20211110125623067137
154326,1990-2000,088,20211111111324071342
154327,1970-1980,089,20211112161026075309
154328,1970-1980,003,20211113120301079715
154329,1980-1990,045,20211114183846087721
154330,1980-1990,003,20211115210658092453
154331,1980-1990,045,20211120173445096179
154332,1990-2000,081,20211123155832100044
154333,1990-2000,004,20211123161026103992
154334,1980-1990,045,20211123234924109157
154335,1980-1990,045,20211123234924113348
154336,1980-1990,090,20211124100213117043
154337,1990-2000,090,20211126192143121189
154338,1960-1970,090,20211127120957125246
154339,1990-2000,089,20211129074414128851
154340,1980-1990,088,20211130024713132402
154341,1980-1990,088,20211130030159136086
154342,1990-2000,090,20211130165905142996
154343,1970-1980,090,20211101095121147758
154344,1970-1980,092,20211101162613152008
154345,1970-1980,012,20211101203804156141
154346,1960-1970,007,20211102192425161118
154347,1980-1990,004,20211103095445165168
154348,1980-1990,089,20211103221810169404
154349,1980-1990,004,20211103222600173048
154350,1980-1990,003,20211103223346177396
154351,1990-2000,027,20211104105835181297
154352,1980-1990,048,20211105205430185076
154353,1960-1970,011,20211106174116188735
154354,1980-1990,090,20211107112325193087
154355,1980-1990,003,20211107160202196868
154356,1980-1990,090,20211108114519200850
154357,1990-2000,088,20211108183922206012
154358,1990-2000,034,20211108225256211136
154359,1970-1980,020,20211109080502215118
154360,1990-2000,088,20211108183922219269
154361,1980-1990,020,20211109215410223196
154362,1980-1990,048,20211110155826227581
154363,1990-2000,088,20211110204503231369
154364,1990-2000,089,20211112122210235224
154365,1990-2000,020,20211112140957238890
154366,1980-1990,004,20211113142105242760
154367,1970-1980,092,20211114161551246849
154368,1940-1950,012,20211118010117250780
154369,1960-1970,089,20211119022140255184
154370,1980-1990,090,20211120001333259305
154371,1980-1990,007,20211120003337263864
154372,1980-1990,089,20211121175702267597
154373,1990-2000,004,20211123010851271311
154374,1990-2000,092,20211123205302275043
154375,1980-1990,004,20211124203335279268
154376,1980-1990,071,20211126120309283205
154377,1990-2000,090,20211126182515287101
154378,1980-1990,071,20211126120309291177
154379,1980-1990,071,20211126120309294873
154380,1980-1990,071,20211127002032299160
154381,1990-2000,090,20211127144623304126
154382,1980-1990,090,20211127174145309541
154383,1980-1990,089,20211128191422313252
154384,1980-1990,004,20211129174522317950
154385,1980-1990,007,20211130192745321800
154386,1960-1970,012,20211130220137325942
154387,1990-2000,004,20211130223902329611
154388,1990-2000,045,20211101012601333394
154389,1990-2000,045,20211101012601338248
154390,1960-1970,023,20211101120007342387
154391,1990-2000,020,20211101142636346134
154392,1960-1970,023,20211101181514350225
154393,1990-2000,020,20211101201409354114
154394,1970-1980,088,20211101211049358308
154395,1980-1990,088,20211102080817361965
154396,1980-1990,012,20211102194335366316
154397,1980-1990,012,20211102213235370209
154398,1970-1980,012,20211103082010374201
154399,1990-2000,045,20211103093613378302
154400,1990-2000,050,20211103153426382814
154401,1990-2000,003,20211103155515386789
154402,1970-1980,045,20211103214404390825
154403,1990-2000,088,20211104122330395302
154404,1980-1990,012,20211102213235399326
154405,1980-1990,090,20211104221521403377
154406,1980-1990,088,20211105094103407879
154407,1980-1990,004,20211105153057411508
154408,1990-2000,023,20211105200114415208
154409,1990-2000,023,20211105200114419262
154410,1980-1990,089,20211106084605423316
154411,1980-1990,089,20211106084605427238
154412,1980-1990,088,20211106091619430948
154413,2000-2010,004,20211106100756434601
154414,1990-2000,090,20211106165538439871
154415,1990-2000,004,20211106213354443490
154416,1980-1990,090,20211106222900447463
154417,2000-2010,012,20211107111724451220
154418,1980-1990,003,20211107234022454977
154419,1990-2000,004,20211106213354458941
154420,1970-1980,090,20211108180112463581
154421,1990-2000,004,20211106213354467235
154422,1990-2000,004,20211106213354471791
154423,1990-2000,090,20211108212717475398
154424,1990-2000,090,20211108212745479515
154425,1990-2000,090,20211108212815483309
154426,1970-1980,090,20211108220045487291
154427,1990-2000,090,20211109185412491874
154428,1980-1990,090,20211109211141496566
154429,1990-2000,090,20211109230032500444
154430,1990-2000,081,20211109232649504338
154431,1960-1970,045,20211110140929511440
154432,1980-1990,031,20211111131807515212
154433,1990-2000,003,20211111150256519435
154434,1960-1970,020,20211111202645524542
154435,1990-2000,081,20211111213644530411
154436,1980-1990,092,20211112133753534692
154437,1980-1990,012,20211112140002538425
154438,1990-2000,012,20211113050054544068
154439,1990-2000,011,20211114003611547919
154440,1980-1990,012,20211114025828554632
154441,1980-1990,090,20211114183649558841
154442,1980-1990,090,20211114183649563025
154443,1980-1990,090,20211116002524567265
154444,1980-1990,004,20211116030321571544
154445,1990-2000,089,20211116231420575540
154446,1990-2000,089,20211116231420579468
154447,1990-2000,089,20211116231420583313
154448,1990-2000,020,20211118142056587435
154449,1990-2000,089,20211116231420591232
154450,1980-1990,090,20211119153954594942
154451,1990-2000,090,20211119225337598593
154452,1980-1990,081,20211120091537602441
154453,1980-1990,003,20211120123501606275
154454,1990-2000,090,20211120174159611594
154455,1990-2000,088,20211121153458618345
154456,2000-2010,088,20211122174450623502
154457,1970-1980,089,20211122194941628874
154458,1980-1990,003,20211122222909632491
154459,1980-1990,090,20211123133849637731
154460,1980-1990,045,20211123160611642381
154461,1980-1990,088,20211123195200646096
154462,1980-1990,081,20211124190810649765
154463,2000-2010,088,20211122174450654242
154464,2000-2010,088,20211122174450658884
154465,1980-1990,012,20211126112044662517
154466,1980-1990,012,20211126112044666194
154467,1980-1990,012,20211126113925670139
154468,1970-1980,012,20211126114100674134
154469,1980-1990,003,20211126114203677875
154470,1980-1990,012,20211126113925682914
154471,1980-1990,012,20211126113925687093
154472,1980-1990,003,20211126114203690838
154473,1980-1990,090,20211126210855694788
154474,1990-2000,012,20211127000035699299
154475,1960-1970,032,20211127164239703166
154476,1990-2000,004,20211128112436709062
154477,1990-2000,004,20211128112436713119
154478,1990-2000,045,20211129004036718139
154479,1960-1970,090,20211129094450722403
154480,1960-1970,090,20211129100555726140
154481,1990-2000,090,20211129231301730019
154482,1960-1970,071,20211130150804733795
154483,1990-2000,090,20211130213641737365
154484,1980-1990,045,20211130214323741204
154485,1990-2000,089,20211101081658745338
154486,1990-2000,004,20211101130433749638
154487,1980-1990,090,20211101192753753444
154488,1990-2000,012,20211101200203757445
154489,1980-1990,088,20211102093942761642
154490,1990-2000,090,20211102171332765629
154491,2000-2010,023,20211102182214769450
154492,1990-2000,089,20211102223240773189
154493,1980-1990,004,20211103104303777168
154494,1990-2000,088,20211103104729780900
154495,2000-2010,045,20211103125724784708
154496,2000-2010,045,20211103130806788459
154497,1990-2000,090,20211103141354792876
154498,1970-1980,020,20211103151121796757
154499,1980-1990,031,20211103170144800466
154500,1990-2000,064,20211103185154804223
154501,1990-2000,011,20211103193751808245
154502,1990-2000,012,20211103202300812267
154503,1990-2000,090,20211103203321817537
154504,1990-2000,090,20211103205103821721
154505,1980-1990,004,20211103221610825795
154506,1980-1990,090,20211104005513830512
154507,1970-1980,048,20211104113243834213
154508,1990-2000,088,20211104114555838259
154509,1970-1980,003,20211104181121842066
154510,1980-1990,088,20211104182221846498
154511,1990-2000,004,20211104213644854100
154512,1980-1990,088,20211105035156858288
154513,1980-1990,088,20211105035156862296
154514,1990-2000,092,20211105102803866422
154515,1990-2000,064,20211105103918871404
154516,1980-1990,090,20211105172100875283
154517,1990-2000,090,20211105182139879029
154518,1980-1990,011,20211105185232882848
154519,2000-2010,004,20211105203832886725
154520,1970-1980,081,20211105205944891803
154521,1980-1990,011,20211105211748895469
154522,1980-1990,011,20211105211748906951
154523,1980-1990,011,20211105211748913703
154524,1990-2000,020,20211106003437931735
154525,2000-2010,004,20211106111732938710
154526,1980-1990,048,20211106130001943694
154527,1970-1980,012,20211106133036952408
154528,1980-1990,088,20211105035156962884
154529,1980-1990,027,20211106191120972390
154530,1990-2000,090,20211106194700980807
154531,1980-1990,012,20211106214619987221
154532,1980-1990,081,20211107001030992439
154533,1980-1990,027,20211106191120997068
154534,2000-2010,090,20211107113349000705
154535,1990-2000,012,20211107152313009953
154536,1990-2000,088,20211108133913014122
154537,1970-1980,089,20211108141728018131
154538,1990-2000,090,20211108143849021984
154539,1970-1980,020,20211108150924028640
154540,1980-1990,012,20211108165659036269
154541,1990-2000,090,20211108143849045007
154542,1980-1990,011,20211108175002052902
154543,1970-1980,003,20211108175937059536
154544,2000-2010,004,20211108191713066742
154545,2000-2010,004,20211108191713073928
154546,1980-1990,090,20211108202155078222
154547,1970-1980,012,20211108211220085521
154548,1990-2000,089,20211108215338091825
154549,1990-2000,089,20211108215338099507
154550,1980-1990,020,20211109093037106364
154551,1980-1990,003,20211109131419112838
154552,1980-1990,003,20211109143013121119
154553,1990-2000,090,20211109161340127265
154554,1990-2000,090,20211110155918131992
154555,1990-2000,011,20211110163257139373
154556,1990-2000,081,20211110175146146306
154557,1980-1990,090,20211111114236150501
154558,1980-1990,003,20211111115910158539
154559,1990-2000,003,20211112035708166193
154560,1990-2000,045,20211112124212171268
154561,1970-1980,007,20211112130730178797
154562,1990-2000,090,20211112191852191802
154563,1990-2000,004,20211112200054204550
154564,1990-2000,004,20211112200812217808
154565,1990-2000,071,20211112224239231204
154566,1990-2000,045,20211112124212250972
154567,1970-1980,007,20211112130730268244
154568,1990-2000,045,20211113002043286597
154569,1990-2000,004,20211113150529307331
154570,1980-1990,088,20211113153643324814
154571,1990-2000,045,20211113221651341789
154572,1990-2000,090,20211114070207358478
154573,1970-1980,048,20211114115428374744
154574,1970-1980,004,20211114213512390147
154575,1990-2000,004,20211115085943406364
154576,1990-2000,089,20211115090115421962
154577,1970-1980,012,20211115202202437431
154578,1990-2000,020,20211116015555454699
154579,1990-2000,012,20211116020246472872
154580,1970-1980,088,20211116102429490772
154581,1990-2000,090,20211116102659508004
154582,1980-1990,050,20211116103050524854
154583,1980-1990,090,20211116133352540261
154584,1980-1990,090,20211116142658556430
154585,1990-2000,089,20211116190502572748
154586,1970-1980,050,20211116191036586802
154587,2000-2010,012,20211117171819606882
154588,2000-2010,039,20211118000912622759
154589,1980-1990,020,20211118122048641335
154590,1980-1990,090,20211118164342655437
154591,1980-1990,090,20211118172647670144
154592,1980-1990,011,20211118172756682647
154593,2000-2010,003,20211118190250695528
154594,1940-1950,003,20211118234539708132
154595,1990-2000,090,20211119000038721519
154596,1990-2000,012,20211119021015734118
154597,1990-2000,092,20211119110357747726
154598,1990-2000,090,20211119125456761320
154599,1990-2000,020,20211119160655795361
154600,1970-1980,003,20211119173442799771
154601,2000-2010,027,20211119183446811568
154602,1990-2000,090,20211119224622824270
154603,1980-1990,090,20211120080013837781
154604,1980-1990,090,20211120080013851330
154605,1980-1990,045,20211120200457870708
154606,1990-2000,050,20211121000506884284
154607,1980-1990,012,20211121123409896956
154608,1990-2000,090,20211119125456910324
154609,1990-2000,090,20211119125456923757
154610,1980-1990,020,20211121174829936526
154611,1990-2000,004,20211121182628949542
154612,1970-1980,012,20211121225545963761
154613,1970-1980,090,20211121231959976938
154614,1990-2000,090,20211122073831990400
154615,1990-2000,004,20211122150904005847
154616,1980-1990,089,20211122152002019351
154617,1990-2000,090,20211122152052031172
154618,1980-1990,089,20211122165810045856
154619,1980-1990,089,20211122170528061497
154620,1990-2000,004,20211122191607077269
154621,1970-1980,088,20211122191642091069
154622,1990-2000,090,20211123003935104485
154623,1980-1990,081,20211123010620118635
154624,1960-1970,088,20211123011226132599
154625,1950-1960,020,20211123013431147069
154626,1990-2000,003,20211123014424161276
154627,1990-2000,088,20211123134755175210
154628,2000-2010,090,20211123182638189888
154629,1990-2000,004,20211123190128205564
154630,1980-1990,090,20211123213405219774
154631,1990-2000,090,20211123214140234220
154632,2000-2010,090,20211124092336247024
154633,1990-2000,089,20211124105007262193
154634,1990-2000,090,20211124110005276474
154635,1990-2000,090,20211124110005292438
154636,1990-2000,090,20211124145918307138
154637,2000-2010,012,20211124174114321038
154638,1980-1990,027,20211124203023335494
154639,1990-2000,048,20211124220718348239
154640,2000-2010,031,20211124233432364118
154641,1980-1990,032,20211125091222381372
154642,1990-2000,090,20211125102941398309
154643,1980-1990,020,20211125113800413911
154644,2000-2010,031,20211125123953427311
154645,1980-1990,045,20211125125313441441
154646,1990-2000,011,20211125142122455328
154647,1980-1990,011,20211125161047473697
154648,1990-2000,004,20211125190824491384
154649,1990-2000,003,20211126000928509174
