7243,1980-1990,261,20210922184258353486
7244,1980-1990,261,20210922184258375119
7245,1960-1970,288,20210924154039379018
7246,1990-2000,230,20210912115712384327
7247,1990-2000,247,20210909001924388972
7248,2000-2010,271,20210930220108394685
7249,1970-1980,247,20210901104242400842
7250,1990-2000,230,20210910232244406963
7251,1990-2000,230,20210910232244413413
7252,1990-2000,230,20210910232244419218
7253,1970-1980,247,20210922083722424207
7254,1970-1980,247,20210922083752430584
7255,1970-1980,230,20210926113048435584
7256,1970-1980,230,20210926132040442270
7257,1980-1990,271,20210929083413454659
7258,2000-2010,226,20210901112610464386
7259,2000-2010,226,20210901112610469980
7260,2000-2010,226,20210901112610476238
7261,1970-1980,288,20210902200340480293
7262,1970-1980,247,20210903091922484838
7263,1990-2000,288,20210903190258489722
7264,1980-1990,243,20210904003547495390
7265,2000-2010,279,20210905002439500680
7266,1990-2000,288,20210907233145504743
7267,1970-1980,288,20210909082115509802
7268,1990-2000,271,20210912011222516215
7269,1950-1960,247,20210918143529521996
7270,1990-2000,226,20210920170007527894
7271,1980-1990,271,20210920183627534075
7272,1980-1990,261,20210926202850540050
7273,2000-2010,230,20210901014753547070
7274,2000-2010,288,20210901173238551434
7275,2000-2010,288,20210901173238568186
7276,2000-2010,288,20210901191830590573
7277,2000-2010,269,20210902121514604952
7278,2000-2010,247,20210903013121615427
7279,1980-1990,226,20210903124454626473
7280,1980-1990,226,20210903124454631752
7281,1980-1990,226,20210903124454637005
7282,2000-2010,264,20210908130526641590
7283,1990-2000,261,20210908220002646821
7284,2000-2010,278,20210909133956652085
7285,1990-2000,230,20210909175928657829
7286,1990-2000,288,20210910114648663736
7287,1990-2000,288,20210910114648672450
7288,1990-2000,288,20210912131340684360
7289,2000-2010,271,20210914123424696120
7290,1990-2000,295,20210914170207712759
7291,1990-2000,247,20210915185945729948
7292,1960-1970,247,20210919162956739274
7293,1990-2000,288,20210921154424746548
7294,2000-2010,226,20210921192923752840
7295,2000-2010,243,20210927210510759023
7296,1990-2000,279,20210927223732766438
7297,2000-2010,271,20210929211538772056
7298,2000-2010,271,20210930191419777291
7299,1980-1990,264,20210930213632783468
7300,1980-1990,264,20210930213632788903
7301,1980-1990,264,20210930213632794493
7302,1980-1990,264,20210930213632799978
7303,1980-1990,264,20210930213632805548
7304,2000-2010,291,20210901000243812793
7305,2000-2010,288,20210901002042818741
7306,2000-2010,264,20210901191928826478
7307,2000-2010,288,20210902114514833342
7308,1980-1990,288,20210902153130839234
7309,1990-2000,247,20210902232657844958
7310,2000-2010,278,20210904114609853657
7311,2000-2010,230,20210904173659859901
7312,2000-2010,278,20210905043234867212
7313,2000-2010,288,20210905131518875633
7314,1990-2000,288,20210905175626884021
7315,2000-2010,226,20210906163754891383
7316,2000-2010,271,20210906211452898180
7317,1970-1980,271,20210907121948908960
7318,1960-1970,230,20210909180725916357
7319,1960-1970,230,20210909180725933501
7320,1960-1970,230,20210909180725994273
7321,2000-2010,278,20210909193044002717
7322,1960-1970,230,20210909180725015907
7323,1960-1970,230,20210909180725026267
7324,1960-1970,230,20210909180725033286
7325,1960-1970,230,20210909180725037137
7326,1960-1970,230,20210909180725043102
7327,2000-2010,247,20210910165357048799
7328,1990-2000,288,20210911101410055500
7329,2000-2010,226,20210911120049063007
7330,2000-2010,288,20210912131039068386
7331,2000-2010,226,20210912230206073390
7332,2000-2010,226,20210912230943080486
7333,1980-1990,247,20210913193133086807
7334,1980-1990,247,20210913193133091169
7335,1980-1990,247,20210913193133095516
7336,1980-1990,247,20210913193133100104
7337,2000-2010,288,20210914190524105428
7338,2000-2010,230,20210914200345111403
7339,1980-1990,265,20210915145013117826
7340,1990-2000,279,20210915185742128227
7341,1980-1990,247,20210915210908136574
7342,2000-2010,226,20210916211653145467
7343,1980-1990,265,20210915145013156601
7344,1980-1990,265,20210917120556160434
7345,2000-2010,288,20210920134453165206
7346,1990-2000,288,20210921141836168764
7347,2000-2010,226,20210922192342174190
7348,1990-2000,280,20210923125142180031
7349,1990-2000,280,20210923125219187833
7350,2000-2010,288,20210923155317191442
7351,1990-2000,270,20210923190404196554
7352,1990-2000,271,20210925035903200932
7353,2000-2010,209,20210925152458210360
7354,1990-2000,288,20210925164859218997
7355,1990-2000,247,20210925234452222603
7356,2000-2010,247,20210926023613227061
7357,2000-2010,247,20210926023912234987
7358,2000-2010,261,20210926184127244702
7359,1990-2000,226,20210926194546254417
7360,2000-2010,261,20210926205540263308
7361,1990-2000,226,20210928094724269777
7362,1980-1990,230,20210928131807274600
7363,2000-2010,270,20210928192311283004
7364,1990-2000,226,20210929160522291213
7365,1990-2000,230,20210929172455298686
7366,2000-2010,288,20210930114953303498
7367,1990-2000,288,20210930175113309855
7368,1980-1990,271,20210930204251315807
7369,1990-2000,288,20210930235059321733
7370,1990-2000,264,20210901115735328758
7371,2000-2010,264,20210901231939333127
7372,2000-2010,226,20210902120634338023
7373,2000-2010,247,20210902190430342128
7374,1990-2000,280,20210902224734346226
7375,1990-2000,280,20210902224747350528
7376,1990-2000,280,20210902224758362310
7377,2000-2010,247,20210903011524372627
7378,2000-2010,243,20210904094148379806
7379,1990-2000,288,20210904115657384823
