3438,1980-1990,230,20210507000604161001
3439,1980-1990,230,20210526102058186101
3440,1960-1970,278,20210526191701202836
3441,1960-1970,278,20210526201007214950
3442,1970-1980,278,20210525123027219084
3443,1960-1970,295,20210509192919223408
3444,1960-1970,295,20210509192919230688
3445,1960-1970,295,20210509192919234646
3446,1990-2000,280,20210520151513245562
3447,1990-2000,280,20210520151513249875
3448,1990-2000,280,20210520151513253717
3449,1970-1980,288,20210519192345259102
3450,1980-1990,288,20210504112412263082
3451,1990-2000,247,20210507010918267306
3452,1980-1990,243,20210527165844272082
3453,1990-2000,265,20210531231329276695
3454,1990-2000,288,20210510032628280508
3455,2000-2010,247,20210512112646289099
3456,2000-2010,278,20210520172637294615
3457,2000-2010,288,20210521224430305284
3458,2000-2010,288,20210521230737312868
3459,1950-1960,288,20210527154510316896
3460,1970-1980,243,20210529205023322820
3461,1970-1980,243,20210529215536333080
3462,1970-1980,243,20210529215557338252
3463,1990-2000,288,20210531210748342137
3464,1980-1990,226,20210501195843346767
3465,1990-2000,230,20210503000328350560
3466,1980-1990,243,20210504163006354722
3467,1990-2000,230,20210507160932358797
3468,1990-2000,264,20210507185027362875
3469,1990-2000,288,20210509010048367043
3470,2000-2010,230,20210509164751370771
3471,2000-2010,230,20210509185844374665
3472,1990-2000,271,20210511102916378499
3473,1990-2000,278,20210512072747382257
3474,1980-1990,240,20210516123913388101
3475,2000-2010,262,20210517210410392420
3476,2000-2010,247,20210518004329399795
3477,1990-2000,288,20210522003622409261
3478,1990-2000,295,20210530171809419848
3479,1990-2000,295,20210530231628424429
3480,1980-1990,226,20210501002627429339
3481,2000-2010,230,20210501203344433774
3482,1990-2000,271,20210502153459440428
3483,1990-2000,288,20210502193839444281
3484,1970-1980,267,20210503092739448040
3485,1970-1980,267,20210503092749452636
3486,1980-1990,226,20210504004039457964
3487,2000-2010,278,20210504171945461776
3488,2000-2010,240,20210509121416465476
3489,1990-2000,288,20210511100631469155
3490,1990-2000,288,20210511100631475621
3491,2000-2010,226,20210512052241479665
3492,1980-1990,271,20210512140405484107
3493,2000-2010,247,20210513181546490756
3494,1980-1990,247,20210514112037494626
3495,1990-2000,226,20210517075845507091
3496,1980-1990,269,20210517201821514367
3497,1980-1990,269,20210517201821518126
3498,2000-2010,240,20210518145941523585
3499,1980-1990,280,20210518194503531274
3500,1980-1990,280,20210518195534535865
3501,1980-1990,288,20210519171914539688
3502,1980-1990,288,20210519171914544779
3503,1980-1990,288,20210519180201548602
3504,1980-1990,288,20210519180907555351
3505,1990-2000,230,20210520215905559387
3506,1990-2000,230,20210520215905563359
3507,1990-2000,230,20210520215905567398
3508,2000-2010,288,20210521165216571541
3509,1990-2000,240,20210522161330576541
3510,1990-2000,247,20210522162021582854
3511,1990-2000,230,20210524085423588258
3512,2000-2010,288,20210525230034593892
3513,1990-2000,265,20210527181236599214
3514,2000-2010,288,20210527223844603482
3515,2000-2010,265,20210528231002607363
3516,1980-1990,271,20210529061735619128
3517,1990-2000,278,20210530193337623719
3518,1990-2000,278,20210530193337629339
3519,2000-2010,288,20210531140415634742
3520,2000-2010,288,20210501101107639434
3521,1980-1990,230,20210501204007643541
3522,1980-1990,230,20210501204023649132
3523,2000-2010,230,20210501203237653353
3524,1990-2000,243,20210503165747657476
3525,2000-2010,230,20210504013244662617
3526,1990-2000,266,20210504030329666623
3527,1980-1990,288,20210504050427670538
3528,1980-1990,247,20210504183836674532
3529,2000-2010,288,20210504234324680990
3530,2000-2010,278,20210505101434686055
3531,2000-2010,278,20210505101446691684
3532,2000-2010,247,20210505194306698978
3533,2000-2010,288,20210506094905703700
3534,1990-2000,247,20210506115229717978
3535,2000-2010,247,20210506115923737622
3536,2000-2010,288,20210507100609741463
3537,2000-2010,226,20210507120823745439
3538,1990-2000,230,20210507153827749286
3539,1980-1990,247,20210508135030753207
3540,1990-2000,240,20210508171422756899
3541,2000-2010,243,20210508191705760809
3542,2000-2010,243,20210508191714764570
3543,2000-2010,243,20210508192429768450
3544,2000-2010,225,20210509214650774673
3545,1990-2000,288,20210510004748784976
3546,1990-2000,288,20210510004748790683
3547,2000-2010,280,20210510022746794593
3548,2000-2010,247,20210510174348799297
3549,2000-2010,247,20210511212622807465
3550,1990-2000,288,20210512011311811857
3551,1990-2000,288,20210512011311819080
3552,1990-2000,247,20210512015406822774
3553,1990-2000,247,20210512015406830009
3554,1990-2000,288,20210512011311834420
3555,1980-1990,278,20210512185008840010
3556,1990-2000,265,20210513192033844809
3557,1990-2000,247,20210514021538848639
3558,2000-2010,288,20210514212726853616
3559,2000-2010,230,20210515115243857404
3560,2000-2010,230,20210515115412861596
3561,2000-2010,230,20210515115243865322
3562,2000-2010,247,20210515233000869062
3563,1990-2000,230,20210516214653872869
3564,1990-2000,247,20210517195643883897
3565,1990-2000,247,20210517205932888310
3566,1970-1980,288,20210518071830892108
3567,2000-2010,264,20210519102936895921
3568,2000-2010,288,20210519133115899876
3569,2000-2010,247,20210519180215904572
3570,1990-2000,230,20210519211151908459
3571,2000-2010,288,20210520200402912797
3572,2000-2010,230,20210520200854916518
3573,1990-2000,270,20210520203124920291
3574,2000-2010,230,20210521010639924042
3575,2000-2010,278,20210521012458927839
3576,2000-2010,226,20210521225344931514
3577,2000-2010,230,20210522015715935059
3578,1990-2000,288,20210523033039939045
3579,1990-2000,247,20210525004252945518
3580,1990-2000,230,20210526031216949999
3581,1990-2000,247,20210526234041964462
3582,1990-2000,226,20210527023639974570
3583,1990-2000,230,20210527142716978446
3584,1980-1990,288,20210527220822981986
3585,1980-1990,288,20210527231520986459
3586,2000-2010,226,20210528120613990600
3587,1980-1990,288,20210529103621995862
3588,2000-2010,265,20210529144151000787
3589,1990-2000,230,20210529173310007354
3590,1990-2000,240,20210529181955011256
3591,1990-2000,265,20210529205257016709
3592,2000-2010,264,20210530173532020821
3593,1990-2000,247,20210530204211024481
3594,2000-2010,240,20210530224407036919
3595,2000-2010,264,20210530173532040945
3596,2000-2010,240,20210530224407044938
3597,2000-2010,240,20210530224407050787
3598,1990-2000,267,20210511151224055773
3599,1990-2000,209,20210501002407059628
3600,2000-2010,226,20210501073505069315
3601,2000-2010,247,20210501112259073438
3602,2000-2010,226,20210501132622077524
3603,2000-2010,226,20210501132622081680
3604,1990-2000,230,20210501134408090801
3605,1990-2000,230,20210501134408095415
3606,1990-2000,230,20210501141829099109
3607,1980-1990,271,20210502173341103750
3608,1980-1990,271,20210502174306107709
3609,1980-1990,271,20210502190750114525
3610,2000-2010,288,20210502234442120703
3611,1980-1990,226,20210503194917126566
3612,1990-2000,271,20210504082412130831
3613,2000-2010,264,20210505014407139735
3614,2000-2010,247,20210505211929158548
3615,2000-2010,247,20210505212953165046
3616,2000-2010,288,20210506064413169348
3617,2000-2010,271,20210506220701173299
3618,2000-2010,247,20210507102409177020
3619,2000-2010,230,20210507115027181538
3620,2000-2010,247,20210507143917185805
3621,1990-2000,279,20210508061337189600
3622,2000-2010,288,20210508105441194988
3623,2000-2010,240,20210508192532199063
3624,2000-2010,288,20210508211508202945
3625,2000-2010,288,20210508211508207375
3626,1980-1990,226,20210509112758219578
3627,1990-2000,230,20210509175922231765
3628,1990-2000,230,20210509175922239480
3629,2000-2010,230,20210509184424243848
3630,2000-2010,288,20210509192549248492
3631,2000-2010,230,20210509203536252476
3632,2000-2010,278,20210509211422257148
3633,2000-2010,230,20210509222854262447
3634,2010-2020,230,20210509223546272356
3635,2000-2010,230,20210510073101285053
3636,2000-2010,271,20210510142203292718
3637,2000-2010,288,20210510173307299597
3638,2000-2010,247,20210510215227304518
3639,2000-2010,243,20210510224314311517
3640,2000-2010,247,20210510225829315551
3641,2000-2010,288,20210511005401319924
3642,2000-2010,288,20210511005401330940
3643,2000-2010,243,20210511105140334953
3644,2000-2010,230,20210511153004340629
3645,2000-2010,288,20210511153349344547
3646,2000-2010,247,20210511191633348745
3647,2000-2010,247,20210511192340360335
3648,2000-2010,247,20210511191633366892
3649,2000-2010,247,20210511205429370861
3650,1980-1990,247,20210511232136374862
3651,2010-2020,247,20210512080149378834
3652,1990-2000,247,20210512105813383105
3653,2000-2010,288,20210512122613387149
3654,2000-2010,288,20210512122613390995
3655,2000-2010,247,20210512140008395416
3656,2010-2020,247,20210512161711399188
3657,2000-2010,230,20210512195504403206
3658,2000-2010,240,20210512205506407921
3659,2000-2010,226,20210512222153412211
3660,2010-2020,288,20210513143250420718
3661,2000-2010,247,20210513162555424398
3662,2000-2010,247,20210511191633428186
3663,1990-2000,288,20210513202047436348
3664,1990-2000,247,20210514014524445688
3665,2000-2010,230,20210514032248455307
3666,2000-2010,247,20210514133511458821
3667,2000-2010,247,20210514133511462563
3668,2010-2020,247,20210514143113466214
3669,1990-2000,230,20210514161436470195
3670,2000-2010,247,20210514190648477730
3671,1990-2000,230,20210514193009482009
3672,2000-2010,247,20210514194943489790
3673,1990-2000,271,20210515002628499260
3674,2000-2010,247,20210515004757504652
3675,2000-2010,288,20210515023509508866
3676,2000-2010,247,20210515150322512801
3677,2000-2010,247,20210515160940516891
3678,1990-2000,230,20210515180538523529
3679,1990-2000,230,20210515181614528130
3680,2000-2010,247,20210515182435532215
3681,2000-2010,247,20210515221230537005
3682,2000-2010,247,20210516005048542572
3683,2000-2010,247,20210516005143546835
3684,1990-2000,230,20210516084859551160
3685,2000-2010,247,20210515221230558768
3686,1990-2000,230,20210516101645563620
3687,1980-1990,243,20210517073115567318
3688,2000-2010,247,20210517142550571908
3689,1990-2000,271,20210517143518575542
3690,1990-2000,247,20210517160834579257
3691,1970-1980,271,20210517170710582988
3692,2000-2010,288,20210517185423587018
3693,2000-2010,226,20210517191702591187
3694,2000-2010,247,20210518010154600073
3695,2000-2010,247,20210518010204608402
3696,2000-2010,247,20210518010204618640
3697,1990-2000,278,20210518083932628114
3698,2000-2010,247,20210518173316639024
3699,2000-2010,247,20210518180741651695
3700,2000-2010,247,20210518182925662045
3701,2000-2010,288,20210518192442669146
3702,2000-2010,288,20210518195518672945
3703,1980-1990,247,20210518213559676862
3704,2000-2010,247,20210518223438686686
3705,2000-2010,226,20210519141717692681
3706,1950-1960,295,20210519153845696589
3707,2000-2010,247,20210519161919704535
3708,2000-2010,247,20210519161928708071
3709,2000-2010,247,20210519171104721242
3710,2000-2010,247,20210519172918724976
3711,2000-2010,247,20210519173643728728
3712,2000-2010,247,20210519182720733403
3713,1980-1990,247,20210519185037739506
3714,1980-1990,226,20210519185529743273
3715,1990-2000,247,20210519205322749211
3716,2000-2010,247,20210519212902753001
3717,1990-2000,247,20210519213425757277
3718,1990-2000,247,20210519213435762480
3719,2000-2010,288,20210519224957766540
3720,1980-1990,247,20210520021241770976
3721,1990-2000,271,20210520061934775085
3722,2000-2010,247,20210520102642778955
3723,1980-1990,243,20210520104840782927
3724,1990-2000,278,20210520181032787200
3725,2000-2010,247,20210520181616792639
3726,1990-2000,278,20210520181826796760
3727,2000-2010,288,20210520182341801064
3728,1990-2000,278,20210520200544809535
3729,2000-2010,247,20210521021235825876
3730,2000-2010,288,20210521045756844249
3731,2000-2010,288,20210521050209848342
3732,2000-2010,288,20210521050209854041
3733,2010-2020,280,20210521183805859091
3734,2000-2010,240,20210521203548863444
3735,2000-2010,240,20210521203618869168
3736,1990-2000,240,20210521210123875885
3737,1950-1960,271,20210522083122879878
3738,1990-2000,240,20210522220948889348
3739,1980-1990,271,20210523001210893317
3740,2000-2010,240,20210523010417897176
3741,2000-2010,240,20210523013738902513
3742,2000-2010,243,20210523095151907927
3743,2000-2010,270,20210523101552912427
3744,1990-2000,278,20210523112435917860
3745,1990-2000,240,20210523151222923892
3746,1970-1980,288,20210523190008933294
3747,2000-2010,240,20210523193827937680
3748,2000-2010,271,20210523201013941662
3749,1970-1980,264,20210524101156946969
3750,1980-1990,264,20210524131849950799
3751,2000-2010,243,20210524150654954528
3752,2000-2010,243,20210524150654958328
3753,1970-1980,264,20210524101156961982
3754,1980-1990,264,20210524131849969645
3755,1980-1990,247,20210525150013977082
3756,2000-2010,265,20210525191241982180
3757,2000-2010,247,20210525194005986251
3758,2000-2010,226,20210525195926990807
3759,1990-2000,288,20210526125227996747
3760,1990-2000,240,20210526152441001174
3761,1990-2000,240,20210526152856008810
3762,1990-2000,230,20210526234806014714
3763,1990-2000,230,20210526234835018825
3764,1990-2000,230,20210526235425025191
3765,1990-2000,230,20210526235749032428
3766,2000-2010,247,20210527000021036161
3767,2000-2010,247,20210527025401040457
3768,2000-2010,230,20210527025851046802
3769,1990-2000,288,20210527080316050431
3770,1990-2000,240,20210527114511054291
3771,2000-2010,230,20210527114618058937
3772,2000-2010,265,20210527135505064313
3773,1990-2000,271,20210527154242067982
3774,2000-2010,265,20210527135505071702
3775,1970-1980,230,20210527190527075340
3776,1990-2000,240,20210526152856079143
3777,1980-1990,288,20210527213744083314
3778,2000-2010,247,20210527220538086988
3779,1970-1980,230,20210527190527098836
