2550,1970-1980,271,20210425215822792933
2551,1990-2000,265,20210408113835801594
2552,1990-2000,288,20210423190405807723
2553,1960-1970,265,20210408103437813828
2554,1980-1990,226,20210414210217819375
2555,1980-1990,240,20210417114430825267
2556,1970-1980,288,20210427151225829775
2557,1980-1990,247,20210402084531837858
2558,1970-1980,264,20210403003900845159
2559,1960-1970,288,20210407010432848510
2560,1990-2000,262,20210418224725860682
2561,1970-1980,230,20210420144545864746
2562,1990-2000,209,20210420172928868886
2563,1980-1990,278,20210421085010875991
2564,1980-1990,261,20210422162043879436
2565,1980-1990,288,20210423134429888549
2566,2000-2010,288,20210406203858892683
2567,1980-1990,288,20210409012805895967
2568,1970-1980,278,20210411095405899425
2569,1970-1980,288,20210411120107905230
2570,1990-2000,278,20210413105234911792
2571,1990-2000,230,20210414162752917802
2572,1980-1990,240,20210417120853921241
2573,1990-2000,278,20210418070951924686
2574,1990-2000,264,20210420070856928607
2575,2000-2010,288,20210420173025932811
2576,2000-2010,288,20210420173025937205
2577,1970-1980,278,20210422091646944097
2578,1980-1990,261,20210422162043947235
2579,1970-1980,278,20210422165709954071
2580,1970-1980,278,20210422165718960344
2581,1990-2000,230,20210423220716963747
2582,1990-2000,230,20210423221538969417
2583,2000-2010,247,20210403024042983510
2584,2000-2010,288,20210406062130986891
2585,1980-1990,279,20210406212449990201
2586,2000-2010,288,20210410094117993767
2587,2000-2010,288,20210410094307997055
2588,1990-2000,247,20210411122734000186
2589,1980-1990,288,20210411170550003498
2590,1980-1990,265,20210412143017006864
2591,2000-2010,264,20210412143029010421
2592,1990-2000,247,20210415004805013792
2593,1980-1990,278,20210415134146022001
2594,1990-2000,247,20210415221420027991
2595,1990-2000,247,20210415221420031836
2596,1990-2000,247,20210415221420036933
2597,1980-1990,278,20210416221843040592
2598,1970-1980,278,20210416233219044859
2599,2000-2010,288,20210420042056053630
2600,1980-1990,226,20210420201343057300
2601,1990-2000,240,20210421094650064754
2602,1990-2000,226,20210422200724074049
2603,1970-1980,230,20210423182134080534
2604,1990-2000,278,20210425005140083976
2605,2000-2010,280,20210426010704087594
2606,1960-1970,278,20210428143002090893
2607,1990-2000,271,20210429005511098448
2608,1990-2000,271,20210429005511102221
2609,1990-2000,271,20210429005511105781
2610,2000-2010,271,20210429130941108997
2611,1970-1980,261,20210429171314112245
2612,1970-1980,261,20210429171314115576
2613,1990-2000,230,20210429214027120389
2614,2000-2010,261,20210402003115125408
2615,1990-2000,247,20210402063828130543
2616,1980-1990,230,20210402154048134562
2617,1990-2000,270,20210402235253141726
2618,2000-2010,278,20210403141245145114
2619,2000-2010,278,20210403141825148701
2620,2000-2010,278,20210403141825152095
2621,2000-2010,278,20210403141825157907
2622,1990-2000,230,20210403160353166884
2623,1990-2000,230,20210403182220173109
2624,2000-2010,230,20210404003227176472
2625,2000-2010,230,20210404005752180217
2626,1990-2000,247,20210404071910183542
2627,1990-2000,247,20210404072218186878
2628,1980-1990,230,20210405120445190130
2629,1980-1990,226,20210405171349193455
2630,1980-1990,230,20210406084858196691
2631,1990-2000,279,20210406183458200741
2632,1970-1980,279,20210407092310204615
2633,2000-2010,247,20210407123234208719
2634,1980-1990,240,20210407140911214374
2635,1980-1990,288,20210407155647218967
2636,1980-1990,240,20210407140911228918
2637,2000-2010,288,20210411181903240147
2638,1990-2000,264,20210413223044249602
2639,1970-1980,288,20210415023206253609
2640,1980-1990,240,20210415105211257180
2641,1980-1990,278,20210415123326260991
2642,1990-2000,247,20210415191349264693
2643,1990-2000,230,20210416185747269138
2644,2000-2010,288,20210418133143274272
2645,1990-2000,280,20210418162009278570
2646,1990-2000,288,20210418213944285820
